estado,municipio,bioma,ano,mês,dia,estacao
MINAS GERAIS,ANDRELÂNDIA,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,ARARAQUARA,Cerrado,2024,2,29,Verão
SÃO PAULO,POMPÉIA,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,RIO CLARO,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,PONTAL,Cerrado,2024,2,29,Verão
MINAS GERAIS,MATOZINHOS,Cerrado,2024,2,29,Verão
SÃO PAULO,BOA ESPERANÇA DO SUL,Cerrado,2024,2,29,Verão
SÃO PAULO,LENÇÓIS PAULISTA,Cerrado,2024,2,29,Verão
PARANÁ,CRUZEIRO DO SUL,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,ITUVERAVA,Cerrado,2024,2,29,Verão
GOIÁS,EDÉIA,Cerrado,2024,2,29,Verão
MINAS GERAIS,UBERLÂNDIA,Cerrado,2024,2,29,Verão
GOIÁS,CAÇU,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,PARAÍSO DAS ÁGUAS,Cerrado,2024,2,29,Verão
MATO GROSSO,COMODORO,Cerrado,2024,2,29,Verão
RONDÔNIA,SÃO MIGUEL DO GUAPORÉ,Amazônia,2024,2,29,Verão
RONDÔNIA,CHUPINGUAIA,Amazônia,2024,2,29,Verão
BAHIA,EUCLIDES DA CUNHA,Caatinga,2024,2,29,Verão
BAHIA,JEREMOABO,Caatinga,2024,2,29,Verão
BAHIA,CORONEL JOÃO SÁ,Caatinga,2024,2,29,Verão
ALAGOAS,PENEDO,Caatinga,2024,2,29,Verão
SERGIPE,ITABAIANINHA,Mata Atlântica,2024,2,29,Verão
BAHIA,TEOFILÂNDIA,Caatinga,2024,2,29,Verão
BAHIA,CONDE,Mata Atlântica,2024,2,29,Verão
CEARÁ,CARIÚS,Caatinga,2024,2,29,Verão
ALAGOAS,SATUBA,Mata Atlântica,2024,2,29,Verão
SERGIPE,CANINDÉ DE SÃO FRANCISCO,Caatinga,2024,2,29,Verão
ALAGOAS,PÃO DE AÇÚCAR,Caatinga,2024,2,29,Verão
SERGIPE,PORTO DA FOLHA,Caatinga,2024,2,29,Verão
CEARÁ,BEBERIBE,Caatinga,2024,2,29,Verão
MINAS GERAIS,GUIRICEMA,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,JEQUERI,Mata Atlântica,2024,2,29,Verão
ESPÍRITO SANTO,ITAPEMIRIM,Mata Atlântica,2024,2,29,Verão
RIO DE JANEIRO,RIO BONITO,Mata Atlântica,2024,2,29,Verão
RIO DE JANEIRO,RESENDE,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,CATAS ALTAS DA NORUEGA,Mata Atlântica,2024,2,29,Verão
GOIÁS,POSSE,Cerrado,2024,2,29,Verão
PERNAMBUCO,ESCADA,Mata Atlântica,2024,2,29,Verão
PIAUÍ,MANOEL EMÍDIO,Cerrado,2024,2,29,Verão
PERNAMBUCO,CABO DE SANTO AGOSTINHO,Mata Atlântica,2024,2,29,Verão
PIAUÍ,MANOEL EMÍDIO,Caatinga,2024,2,29,Verão
PIAUÍ,PAVUSSU,Cerrado,2024,2,29,Verão
PERNAMBUCO,SÃO JOSÉ DO BELMONTE,Caatinga,2024,2,29,Verão
PARAÍBA,AROEIRAS,Caatinga,2024,2,29,Verão
PARAÍBA,NOVA OLINDA,Caatinga,2024,2,29,Verão
PARAÍBA,INGÁ,Caatinga,2024,2,29,Verão
PARAÍBA,JUAREZ TÁVORA,Caatinga,2024,2,29,Verão
PIAUÍ,JERUMENHA,Cerrado,2024,2,29,Verão
PIAUÍ,GUADALUPE,Cerrado,2024,2,29,Verão
PARAÍBA,SANTA LUZIA,Caatinga,2024,2,29,Verão
ESPÍRITO SANTO,LINHARES,Mata Atlântica,2024,2,29,Verão
ESPÍRITO SANTO,SÃO MATEUS,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,FREI LAGONEGRO,Mata Atlântica,2024,2,29,Verão
BAHIA,NOVA VIÇOSA,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,ITAMARANDIBA,Mata Atlântica,2024,2,29,Verão
BAHIA,ALCOBAÇA,Mata Atlântica,2024,2,29,Verão
GOIÁS,PARAÚNA,Cerrado,2024,2,29,Verão
MINAS GERAIS,BRASILÂNDIA DE MINAS,Cerrado,2024,2,29,Verão
MINAS GERAIS,LAGOA DOS PATOS,Cerrado,2024,2,29,Verão
MINAS GERAIS,ÁGUAS VERMELHAS,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,RIO PARDO DE MINAS,Cerrado,2024,2,29,Verão
MINAS GERAIS,MONTEZUMA,Caatinga,2024,2,29,Verão
BAHIA,CAMAMU,Mata Atlântica,2024,2,29,Verão
BAHIA,ITUBERÁ,Mata Atlântica,2024,2,29,Verão
BAHIA,TEOLÂNDIA,Mata Atlântica,2024,2,29,Verão
BAHIA,TAPEROÁ,Mata Atlântica,2024,2,29,Verão
BAHIA,CORRENTINA,Cerrado,2024,2,29,Verão
BAHIA,BREJÕES,Mata Atlântica,2024,2,29,Verão
BAHIA,BARRA,Caatinga,2024,2,29,Verão
PARÁ,SANTANA DO ARAGUAIA,Amazônia,2024,2,29,Verão
MARANHÃO,ALTO PARNAÍBA,Cerrado,2024,2,29,Verão
ALAGOAS,MONTEIRÓPOLIS,Caatinga,2024,2,29,Verão
PIAUÍ,MONTE ALEGRE DO PIAUÍ,Cerrado,2024,2,29,Verão
ALAGOAS,OLHO D'ÁGUA DAS FLORES,Caatinga,2024,2,29,Verão
ALAGOAS,CACIMBINHAS,Caatinga,2024,2,29,Verão
PIAUÍ,SANTA FILOMENA,Cerrado,2024,2,29,Verão
ALAGOAS,SANTANA DO IPANEMA,Caatinga,2024,2,29,Verão
ALAGOAS,SÃO LUÍS DO QUITUNDE,Mata Atlântica,2024,2,29,Verão
PERNAMBUCO,IATI,Caatinga,2024,2,29,Verão
PERNAMBUCO,BOM CONSELHO,Caatinga,2024,2,29,Verão
ALAGOAS,SANTANA DO MUNDAÚ,Mata Atlântica,2024,2,29,Verão
ALAGOAS,JOAQUIM GOMES,Mata Atlântica,2024,2,29,Verão
ALAGOAS,MARAGOGI,Mata Atlântica,2024,2,29,Verão
PERNAMBUCO,MARAIAL,Mata Atlântica,2024,2,29,Verão
PERNAMBUCO,SÃO BENEDITO DO SUL,Mata Atlântica,2024,2,29,Verão
PERNAMBUCO,BARREIROS,Mata Atlântica,2024,2,29,Verão
PERNAMBUCO,SÃO BENTO DO UNA,Caatinga,2024,2,29,Verão
PERNAMBUCO,IBIRAJUBA,Caatinga,2024,2,29,Verão
PERNAMBUCO,ALAGOINHA,Caatinga,2024,2,29,Verão
ALAGOAS,BATALHA,Caatinga,2024,2,29,Verão
PERNAMBUCO,IPOJUCA,Mata Atlântica,2024,2,29,Verão
CEARÁ,SOLONÓPOLE,Caatinga,2024,2,29,Verão
PIAUÍ,SIGEFREDO PACHECO,Caatinga,2024,2,29,Verão
CEARÁ,ARACATI,Caatinga,2024,2,29,Verão
CEARÁ,FORTIM,Caatinga,2024,2,29,Verão
SERGIPE,CRISTINÁPOLIS,Mata Atlântica,2024,2,29,Verão
SERGIPE,RIACHÃO DO DANTAS,Mata Atlântica,2024,2,29,Verão
SERGIPE,TOBIAS BARRETO,Caatinga,2024,2,29,Verão
SERGIPE,LAGARTO,Caatinga,2024,2,29,Verão
PIAUÍ,CRISTALÂNDIA DO PIAUÍ,Cerrado,2024,2,29,Verão
BAHIA,PINDOBAÇU,Caatinga,2024,2,29,Verão
SERGIPE,DIVINA PASTORA,Mata Atlântica,2024,2,29,Verão
BAHIA,ANTÔNIO GONÇALVES,Caatinga,2024,2,29,Verão
SERGIPE,NEÓPOLIS,Mata Atlântica,2024,2,29,Verão
SERGIPE,AQUIDABÃ,Mata Atlântica,2024,2,29,Verão
SERGIPE,NOSSA SENHORA DA GLÓRIA,Caatinga,2024,2,29,Verão
TOCANTINS,PALMEIRÓPOLIS,Cerrado,2024,2,29,Verão
SERGIPE,POÇO REDONDO,Caatinga,2024,2,29,Verão
ALAGOAS,TRAIPU,Caatinga,2024,2,29,Verão
ALAGOAS,LIMOEIRO DE ANADIA,Mata Atlântica,2024,2,29,Verão
ALAGOAS,COQUEIRO SECO,Mata Atlântica,2024,2,29,Verão
ALAGOAS,ATALAIA,Mata Atlântica,2024,2,29,Verão
PARANÁ,IVATÉ,Mata Atlântica,2024,2,29,Verão
PARANÁ,GUAPOREMA,Mata Atlântica,2024,2,29,Verão
PARANÁ,PARAÍSO DO NORTE,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,IGUATEMI,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,NAVIRAÍ,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,ITAQUIRAÍ,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,AMAMBAI,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,SETE QUEDAS,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,TACURU,Mata Atlântica,2024,2,29,Verão
PARANÁ,CIDADE GAÚCHA,Mata Atlântica,2024,2,29,Verão
PARANÁ,TAMBOARA,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,POUSO ALEGRE,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,SÃO BERNARDO DO CAMPO,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,ARUJÁ,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,FRANCO DA ROCHA,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,JUNDIAÍ,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,CERQUILHO,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,PARANHOS,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,MONTE MOR,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,CAPÃO BONITO,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,TAQUARIVAÍ,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,ELDORADO,Mata Atlântica,2024,2,29,Verão
PARANÁ,ASSAÍ,Mata Atlântica,2024,2,29,Verão
PARANÁ,MARINGÁ,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,JAPORÃ,Mata Atlântica,2024,2,29,Verão
PARANÁ,CENTENÁRIO DO SUL,Mata Atlântica,2024,2,29,Verão
PARANÁ,UMUARAMA,Mata Atlântica,2024,2,29,Verão
PARANÁ,CRUZEIRO DO OESTE,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,ARINOS,Cerrado,2024,2,29,Verão
MINAS GERAIS,SANTA JULIANA,Cerrado,2024,2,29,Verão
MINAS GERAIS,COROMANDEL,Cerrado,2024,2,29,Verão
MINAS GERAIS,ÁGUA COMPRIDA,Cerrado,2024,2,29,Verão
MINAS GERAIS,UBERABA,Cerrado,2024,2,29,Verão
MINAS GERAIS,INDIANÓPOLIS,Cerrado,2024,2,29,Verão
SÃO PAULO,JABORANDI,Cerrado,2024,2,29,Verão
SÃO PAULO,COLÔMBIA,Cerrado,2024,2,29,Verão
SÃO PAULO,ORINDIÚVA,Cerrado,2024,2,29,Verão
MINAS GERAIS,VERÍSSIMO,Cerrado,2024,2,29,Verão
SÃO PAULO,MIRASSOL,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,PIRAJUÍ,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,GUAIMBÊ,Mata Atlântica,2024,2,29,Verão
GOIÁS,BONFINÓPOLIS,Cerrado,2024,2,29,Verão
GOIÁS,HIDROLÂNDIA,Cerrado,2024,2,29,Verão
SÃO PAULO,SANTO ANTÔNIO DO ARACANGUÁ,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,CHAPADÃO DO SUL,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,ANAURILÂNDIA,Mata Atlântica,2024,2,29,Verão
PARANÁ,SANTO ANTÔNIO DO CAIUÁ,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,BATAYPORÃ,Mata Atlântica,2024,2,29,Verão
MATO GROSSO,ALTO ARAGUAIA,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,DOURADOS,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,NOVO HORIZONTE DO SUL,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,TERENOS,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,CORGUINHO,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,CAARAPÓ,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,BELA VISTA,Cerrado,2024,2,29,Verão
BAHIA,URUÇUCA,Mata Atlântica,2024,2,29,Verão
BAHIA,IBIRAPUÃ,Mata Atlântica,2024,2,29,Verão
BAHIA,PRADO,Mata Atlântica,2024,2,29,Verão
BAHIA,BARRA DO CHOÇA,Mata Atlântica,2024,2,29,Verão
BAHIA,ILHÉUS,Mata Atlântica,2024,2,29,Verão
BAHIA,GUARATINGA,Mata Atlântica,2024,2,29,Verão
BAHIA,RIBEIRÃO DO LARGO,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,FRONTEIRA DOS VALES,Mata Atlântica,2024,2,29,Verão
BAHIA,JUCURUÇU,Mata Atlântica,2024,2,29,Verão
ESPÍRITO SANTO,BOA ESPERANÇA,Mata Atlântica,2024,2,29,Verão
ESPÍRITO SANTO,PINHEIROS,Mata Atlântica,2024,2,29,Verão
BAHIA,BELO CAMPO,Mata Atlântica,2024,2,29,Verão
GOIÁS,ALEXÂNIA,Cerrado,2024,2,29,Verão
MINAS GERAIS,CURRAL DE DENTRO,Cerrado,2024,2,29,Verão
MINAS GERAIS,TAIOBEIRAS,Cerrado,2024,2,29,Verão
MINAS GERAIS,INDAIABIRA,Cerrado,2024,2,29,Verão
MINAS GERAIS,TAIOBEIRAS,Mata Atlântica,2024,2,29,Verão
BAHIA,ENCRUZILHADA,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,JOSÉ GONÇALVES DE MINAS,Cerrado,2024,2,29,Verão
MINAS GERAIS,ARAÇUAÍ,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,RIO VERMELHO,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,SÃO SEBASTIÃO DO MARANHÃO,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,SANTO ANTÔNIO DO ITAMBÉ,Mata Atlântica,2024,2,29,Verão
MINAS GERAIS,PIRAPORA,Cerrado,2024,2,29,Verão
MINAS GERAIS,BONFINÓPOLIS DE MINAS,Cerrado,2024,2,29,Verão
TOCANTINS,DIVINÓPOLIS DO TOCANTINS,Cerrado,2024,2,29,Verão
GOIÁS,RIALMA,Cerrado,2024,2,29,Verão
GOIÁS,SANTA RITA DO NOVO DESTINO,Cerrado,2024,2,29,Verão
TOCANTINS,FIGUEIRÓPOLIS,Cerrado,2024,2,29,Verão
TOCANTINS,APARECIDA DO RIO NEGRO,Cerrado,2024,2,29,Verão
TOCANTINS,MIRACEMA DO TOCANTINS,Cerrado,2024,2,29,Verão
TOCANTINS,GUARAÍ,Cerrado,2024,2,29,Verão
TOCANTINS,TUPIRAMA,Cerrado,2024,2,29,Verão
TOCANTINS,CENTENÁRIO,Cerrado,2024,2,29,Verão
TOCANTINS,RIO DOS BOIS,Cerrado,2024,2,29,Verão
TOCANTINS,PEDRO AFONSO,Cerrado,2024,2,29,Verão
GOIÁS,PLANALTINA,Cerrado,2024,2,29,Verão
GOIÁS,ÁGUA FRIA DE GOIÁS,Cerrado,2024,2,29,Verão
GOIÁS,IACIARA,Cerrado,2024,2,29,Verão
TOCANTINS,LIZARDA,Cerrado,2024,2,29,Verão
BAHIA,SÃO DESIDÉRIO,Cerrado,2024,2,29,Verão
GOIÁS,SÃO DOMINGOS,Cerrado,2024,2,29,Verão
PIAUÍ,BARREIRAS DO PIAUÍ,Cerrado,2024,2,29,Verão
BAHIA,FEIRA DA MATA,Cerrado,2024,2,29,Verão
BAHIA,BAIANÓPOLIS,Cerrado,2024,2,29,Verão
BAHIA,PARATINGA,Caatinga,2024,2,29,Verão
BAHIA,IRECÊ,Caatinga,2024,2,29,Verão
BAHIA,LAPÃO,Caatinga,2024,2,29,Verão
BAHIA,MORRO DO CHAPÉU,Caatinga,2024,2,29,Verão
BAHIA,BOA VISTA DO TUPIM,Caatinga,2024,2,29,Verão
BAHIA,IRAMAIA,Caatinga,2024,2,29,Verão
BAHIA,IBICOARA,Caatinga,2024,2,29,Verão
BAHIA,PIRITIBA,Caatinga,2024,2,29,Verão
BAHIA,BONITO,Caatinga,2024,2,29,Verão
BAHIA,MUNDO NOVO,Caatinga,2024,2,29,Verão
BAHIA,CACHOEIRA,Mata Atlântica,2024,2,29,Verão
BAHIA,WENCESLAU GUIMARÃES,Mata Atlântica,2024,2,29,Verão
BAHIA,QUIJINGUE,Caatinga,2024,2,29,Verão
BAHIA,CARDEAL DA SILVA,Mata Atlântica,2024,2,29,Verão
MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,2024,2,29,Verão
MATO GROSSO,BARRA DO BUGRES,Amazônia,2024,2,29,Verão
MATO GROSSO,BRASNORTE,Amazônia,2024,2,29,Verão
MATO GROSSO,NOVA MARINGÁ,Amazônia,2024,2,29,Verão
MATO GROSSO,JUARA,Amazônia,2024,2,29,Verão
MATO GROSSO,BARRA DO BUGRES,Cerrado,2024,2,29,Verão
MATO GROSSO,TANGARÁ DA SERRA,Amazônia,2024,2,29,Verão
MATO GROSSO,DENISE,Amazônia,2024,2,29,Verão
MATO GROSSO,DIAMANTINO,Amazônia,2024,2,29,Verão
MATO GROSSO,NOVA MUTUM,Cerrado,2024,2,29,Verão
MATO GROSSO,SINOP,Amazônia,2024,2,29,Verão
MATO GROSSO,ALTA FLORESTA,Amazônia,2024,2,29,Verão
MATO GROSSO,CUIABÁ,Cerrado,2024,2,29,Verão
MATO GROSSO,NOBRES,Cerrado,2024,2,29,Verão
MATO GROSSO,ROSÁRIO OESTE,Cerrado,2024,2,29,Verão
MATO GROSSO,NOVA BRASILÂNDIA,Cerrado,2024,2,29,Verão
MATO GROSSO,SORRISO,Cerrado,2024,2,29,Verão
MATO GROSSO,SANTA RITA DO TRIVELATO,Cerrado,2024,2,29,Verão
MATO GROSSO,FELIZ NATAL,Amazônia,2024,2,29,Verão
MATO GROSSO,UNIÃO DO SUL,Amazônia,2024,2,29,Verão
MATO GROSSO,MARCELÂNDIA,Amazônia,2024,2,29,Verão
MATO GROSSO,CANARANA,Amazônia,2024,2,29,Verão
PARÁ,SANTARÉM,Amazônia,2024,2,29,Verão
PARÁ,ALENQUER,Amazônia,2024,2,29,Verão
MARANHÃO,SANTA QUITÉRIA DO MARANHÃO,Cerrado,2024,2,29,Verão
MARANHÃO,TUNTUM,Cerrado,2024,2,29,Verão
PARÁ,ÁGUA AZUL DO NORTE,Amazônia,2024,2,29,Verão
PARÁ,SAPUCAIA,Amazônia,2024,2,29,Verão
CEARÁ,OCARA,Caatinga,2024,2,29,Verão
AMAZONAS,BORBA,Amazônia,2024,2,29,Verão
PARÁ,ALTAMIRA,Amazônia,2024,2,29,Verão
AMAZONAS,CAREIRO DA VÁRZEA,Amazônia,2024,2,29,Verão
RORAIMA,SÃO LUIZ,Amazônia,2024,2,29,Verão
AMAZONAS,PRESIDENTE FIGUEIREDO,Amazônia,2024,2,29,Verão
AMAZONAS,NOVO AIRÃO,Amazônia,2024,2,29,Verão
RORAIMA,UIRAMUTÃ,Amazônia,2024,2,29,Verão
RIO GRANDE DO SUL,ENCRUZILHADA DO SUL,Pampa,2024,2,29,Verão
SÃO PAULO,ITARARÉ,Cerrado,2024,2,29,Verão
PARANÁ,NOVA AURORA,Mata Atlântica,2024,2,29,Verão
PARANÁ,CORBÉLIA,Mata Atlântica,2024,2,29,Verão
PARANÁ,TOMAZINA,Mata Atlântica,2024,2,29,Verão
PARANÁ,ALTÔNIA,Mata Atlântica,2024,2,29,Verão
RIO GRANDE DO SUL,MINAS DO LEÃO,Pampa,2024,2,29,Verão
GOIÁS,JATAÍ,Cerrado,2024,2,29,Verão
SÃO PAULO,PEREIRA BARRETO,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,SUD MENNUCCI,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,SUZANÁPOLIS,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,ILHA SOLTEIRA,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,URÂNIA,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,LUCÉLIA,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,DRACENA,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,PACAEMBU,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,PARANAÍBA,Cerrado,2024,2,29,Verão
GOIÁS,APORÉ,Cerrado,2024,2,29,Verão
GOIÁS,ITARUMÃ,Cerrado,2024,2,29,Verão
GOIÁS,APARECIDA DO RIO DOCE,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,APARECIDA DO TABOADO,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,TRÊS LAGOAS,Cerrado,2024,2,29,Verão
SÃO PAULO,CASTILHO,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,ROSANA,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,BRASILÂNDIA,Mata Atlântica,2024,2,29,Verão
PARANÁ,NOVA LONDRINA,Mata Atlântica,2024,2,29,Verão
GOIÁS,PORTELÂNDIA,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,ÁGUA CLARA,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,RIBAS DO RIO PARDO,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,RIO BRILHANTE,Mata Atlântica,2024,2,29,Verão
PARANÁ,QUERÊNCIA DO NORTE,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,JUTI,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,ROCHEDO,Cerrado,2024,2,29,Verão
MATO GROSSO,POCONÉ,Cerrado,2024,2,29,Verão
GOIÁS,ACREÚNA,Cerrado,2024,2,29,Verão
RIO GRANDE DO SUL,TRIUNFO,Pampa,2024,2,29,Verão
GOIÁS,GOIATUBA,Cerrado,2024,2,29,Verão
GOIÁS,TURVELÂNDIA,Cerrado,2024,2,29,Verão
GOIÁS,BOM JARDIM DE GOIÁS,Cerrado,2024,2,29,Verão
GOIÁS,PALESTINA DE GOIÁS,Cerrado,2024,2,29,Verão
GOIÁS,CRISTALINA,Cerrado,2024,2,29,Verão
GOIÁS,PIRES DO RIO,Cerrado,2024,2,29,Verão
SÃO PAULO,MARTINÓPOLIS,Cerrado,2024,2,29,Verão
PARANÁ,TERRA RICA,Mata Atlântica,2024,2,29,Verão
PARANÁ,PLANALTINA DO PARANÁ,Mata Atlântica,2024,2,29,Verão
SÃO PAULO,JARDINÓPOLIS,Cerrado,2024,2,29,Verão
SÃO PAULO,FLÓRIDA PAULISTA,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,JARDIM,Cerrado,2024,2,29,Verão
GOIÁS,SANTA HELENA DE GOIÁS,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,ANGÉLICA,Mata Atlântica,2024,2,29,Verão
GOIÁS,ITUMBIARA,Mata Atlântica,2024,2,29,Verão
GOIÁS,ITUMBIARA,Cerrado,2024,2,29,Verão
GOIÁS,SERRANÓPOLIS,Cerrado,2024,2,29,Verão
GOIÁS,GOUVELÂNDIA,Mata Atlântica,2024,2,29,Verão
GOIÁS,CACHOEIRA ALTA,Cerrado,2024,2,29,Verão
MINAS GERAIS,ITURAMA,Mata Atlântica,2024,2,29,Verão
MATO GROSSO DO SUL,INOCÊNCIA,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,BANDEIRANTES,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,JARAGUARI,Cerrado,2024,2,29,Verão
SÃO PAULO,MORRO AGUDO,Cerrado,2024,2,29,Verão
SÃO PAULO,BATATAIS,Cerrado,2024,2,29,Verão
SÃO PAULO,JOÃO RAMALHO,Cerrado,2024,2,29,Verão
GOIÁS,ITAJÁ,Cerrado,2024,2,29,Verão
GOIÁS,QUIRINÓPOLIS,Cerrado,2024,2,29,Verão
GOIÁS,BOM JESUS DE GOIÁS,Cerrado,2024,2,29,Verão
MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,2024,2,29,Verão
GOIÁS,ABADIÂNIA,Cerrado,2024,2,29,Verão
SÃO PAULO,CAFELÂNDIA,Mata Atlântica,2024,2,29,Verão
AMAZONAS,APUÍ,Amazônia,2024,2,29,Verão
PARÁ,CONCEIÇÃO DO ARAGUAIA,Amazônia,2024,2,29,Verão
PARÁ,NOVO PROGRESSO,Amazônia,2024,2,29,Verão
PARÁ,SANTA MARIA DAS BARREIRAS,Amazônia,2024,2,29,Verão
RONDÔNIA,PORTO VELHO,Amazônia,2024,2,29,Verão
MATO GROSSO,GUARANTÃ DO NORTE,Amazônia,2024,2,29,Verão
MATO GROSSO,MATUPÁ,Amazônia,2024,2,29,Verão
MATO GROSSO,SANTA CRUZ DO XINGU,Amazônia,2024,2,29,Verão
RONDÔNIA,CACOAL,Amazônia,2024,2,29,Verão
MATO GROSSO,JAURU,Amazônia,2024,2,29,Verão
MATO GROSSO,TANGARÁ DA SERRA,Cerrado,2024,2,29,Verão
RONDÔNIA,ALVORADA D'OESTE,Amazônia,2024,2,29,Verão
MATO GROSSO,NOVA GUARITA,Amazônia,2024,2,29,Verão
MATO GROSSO,PEIXOTO DE AZEVEDO,Amazônia,2024,2,29,Verão
MATO GROSSO,NOVA SANTA HELENA,Amazônia,2024,2,29,Verão
MATO GROSSO,ITAÚBA,Amazônia,2024,2,29,Verão
MATO GROSSO,CLÁUDIA,Amazônia,2024,2,29,Verão
MATO GROSSO,JUÍNA,Amazônia,2024,2,29,Verão
MATO GROSSO,SANTA CARMEM,Amazônia,2024,2,29,Verão
MATO GROSSO,IPIRANGA DO NORTE,Amazônia,2024,2,29,Verão
MATO GROSSO,BRASNORTE,Cerrado,2024,2,29,Verão
MATO GROSSO,SAPEZAL,Cerrado,2024,2,29,Verão
MATO GROSSO,TAPURAH,Amazônia,2024,2,29,Verão
MATO GROSSO,PARANATINGA,Amazônia,2024,2,29,Verão
MATO GROSSO,NOVA UBIRATÃ,Cerrado,2024,2,29,Verão
MATO GROSSO,LUCAS DO RIO VERDE,Cerrado,2024,2,29,Verão
MATO GROSSO,SÃO JOSÉ DO RIO CLARO,Cerrado,2024,2,29,Verão
MATO GROSSO,CAMPOS DE JÚLIO,Cerrado,2024,2,29,Verão
MATO GROSSO,NORTELÂNDIA,Amazônia,2024,2,29,Verão
MATO GROSSO,PRIMAVERA DO LESTE,Cerrado,2024,2,29,Verão
MATO GROSSO,CAMPO VERDE,Cerrado,2024,2,29,Verão
MATO GROSSO,ARENÁPOLIS,Amazônia,2024,2,29,Verão
MATO GROSSO,SANTO AFONSO,Amazônia,2024,2,29,Verão
MATO GROSSO,NORTELÂNDIA,Cerrado,2024,2,29,Verão
MATO GROSSO,SÃO JOSÉ DO RIO CLARO,Amazônia,2024,2,29,Verão
MATO GROSSO,ARAGUAIANA,Cerrado,2024,2,29,Verão
MATO GROSSO,SANTA TEREZINHA,Amazônia,2024,2,29,Verão
AMAZONAS,CARAUARI,Amazônia,2024,2,29,Verão
PARÁ,MOJUÍ DOS CAMPOS,Amazônia,2024,2,29,Verão
PARÁ,PLACAS,Amazônia,2024,2,29,Verão
